Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //message/send/v1 HTTP/1.1" 200 -
[2021-11-15 22:43:22,468] ERROR in app: Exception on /admin/user/remove/v1 [DELETE]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 211, in adminuser_remove_v1
    response = admin_user_remove_v1(request_data['token'], request_data['u_id'])
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/admin.py", line 63, in admin_user_remove_v1
    store['channels']['all_members'][user_id] = 'X'
IndexError: list assignment index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 44, in defaultHandler
    response = err.get_response()
AttributeError: 'IndexError' object has no attribute 'get_response'
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //admin/user/remove/v1 HTTP/1.1" 500 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: One or more of given users are not valid <Response 156 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid DM ID given <Response 135 bytes [400 BAD REQUEST]>
response 403 Forbidden: Only the original DM creator can remove a DM <Response 156 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid DM ID given <Response 135 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Given User is not a memeber of DM <Response 145 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid DM ID given <Response 135 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Given User is not a memeber of DM <Response 145 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid DM ID given <Response 135 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: invalid start, fewer messages than expected. <Response 160 bytes [400 BAD REQUEST]>
response 403 Forbidden: Given User is not a memeber of DM <Response 145 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 403 Forbidden: User is not an owner of the DM <Response 142 bytes [403 FORBIDDEN]>
response 403 Forbidden: User is not an owner of the DM <Response 142 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message does not exist in DM/Channel that user has joined <Response 173 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid Query string given <Response 142 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid Query string given <Response 142 bytes [400 BAD REQUEST]>
response 403 Forbidden: Given User is not a memeber of DM <Response 145 bytes [403 FORBIDDEN]>
response 403 Forbidden: User not a part of the channel members <Response 150 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message has already been pinned <Response 147 bytes [400 BAD REQUEST]>
response 403 Forbidden: User not a part of the channel members <Response 150 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message has already been unpinned <Response 149 bytes [400 BAD REQUEST]>
response 403 Forbidden: User not a part of the channel members <Response 150 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user is not a global owner <Response 149 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user is not a global owner <Response 149 bytes [403 FORBIDDEN]>
response 500 Internal Server Error: The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application. <Response 290 bytes [500 INTERNAL SERVER ERROR]>
response 500 Internal Server Error: The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application. <Response 290 bytes [500 INTERNAL SERVER ERROR]>
response 403 Forbidden: Authorised user is not a global owner <Response 149 bytes [403 FORBIDDEN]>
response 400 Bad Request: user_id does not refer to a valid user! <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid Permission_ID! <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: User_id does not refer to a valid user <Response 154 bytes [400 BAD REQUEST]>
response 400 Bad Request: u_id refers to a user who is the only global owner and they are being demoted to a user <Response 203 bytes [400 BAD REQUEST]>
response 403 Forbidden: the authorised user is not a global owner <Response 153 bytes [403 FORBIDDEN]>
response 500 Internal Server Error: The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application. <Response 290 bytes [500 INTERNAL SERVER ERROR]>
response 400 Bad Request: user_id refers to a user who is the only global owner! <Response 170 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid password! <Response 133 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid password! <Response 133 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid password! <Response 133 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid password! <Response 133 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid first name! <Response 135 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid first name! <Response 135 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid last name! <Response 134 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid last name! <Response 134 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email not registered! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid Password! <Response 133 bytes [400 BAD REQUEST]>127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/logout/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:22] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:26] "POST //auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:26] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:26] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:26] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:29] "POST //auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:29] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:29] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:29] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/passwordreset/reset/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "GET //channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjowLCJzZXNzaW9uX2lkIjozfQ.4PHh1HcESIFWM7qFLXNN47gX6W6GS-jw0FvAx9Wwhkg&channel_id=100 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "GET //channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjowLCJzZXNzaW9uX2lkIjozfQ.4PHh1HcESIFWM7qFLXNN47gX6W6GS-jw0FvAx9Wwhkg&channel_id=-1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "GET //channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjowLCJzZXNzaW9uX2lkIjozfQ.4PHh1HcESIFWM7qFLXNN47gX6W6GS-jw0FvAx9Wwhkg&channel_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:31] "GET //channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjo0fQ.-pVGfxhlN4bxaLdlM8Tx-ZjICEJ5An1he5sH7zNFlVI&channel_id=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "POST //auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 22:43:32] "POST //channels/create/v2 HTTP/1.1" 200 -
